rdb_id,lonWGS84,latWGS84,altitude_m,date,precip_mm,precip_type
2,16.86949,45.90971,141,2/27/2010,21.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
2,16.86949,45.90971,141,11/14/2010,0,NA
2,16.86949,45.90971,141,1/4/2008,0,NA
2,16.86949,45.90971,141,9/12/2008,0,NA
2,16.86949,45.90971,141,6/17/2009,1.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
2,16.86949,45.90971,141,7/12/2009,0,NA
2,16.86949,45.90971,141,2/14/2009,0,NA
2,16.86949,45.90971,141,2/7/2009,0,NA
2,16.86949,45.90971,141,1/6/2010,13.3,"liquid, solid and mixed - diferent times during the day ( 1, 2 and 3 )"
2,16.86949,45.90971,141,11/29/2009,12.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
2,16.86949,45.90971,141,5/13/2009,13.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
2,16.86949,45.90971,141,2/5/2010,0,NA
2,16.86949,45.90971,141,3/15/2008,0,NA
3,17.21002,45.59137,161,4/27/2010,0,NA
3,17.21002,45.59137,161,6/14/2009,0,NA
3,17.21002,45.59137,161,6/13/2008,14.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,7/22/2010,0,NA
3,17.21002,45.59137,161,7/7/2008,0,NA
3,17.21002,45.59137,161,7/22/2009,0,NA
3,17.21002,45.59137,161,7/2/2010,0,NA
3,17.21002,45.59137,161,7/20/2009,0,NA
3,17.21002,45.59137,161,9/22/2010,0,NA
3,17.21002,45.59137,161,4/7/2008,0,NA
3,17.21002,45.59137,161,2/2/2008,0,NA
3,17.21002,45.59137,161,6/11/2009,7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,5/11/2010,0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,8/24/2008,10,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,9/16/2009,0,NA
3,17.21002,45.59137,161,9/5/2008,0,NA
3,17.21002,45.59137,161,11/25/2008,8.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,5/2/2008,6.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,3/2/2008,11,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,8/16/2010,0,NA
3,17.21002,45.59137,161,3/18/2008,11,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
3,17.21002,45.59137,161,6/29/2010,0,NA
4,18.08504,42.64475,52,7/7/2009,0,NA
4,18.08504,42.64475,52,5/15/2009,0,NA
4,18.08504,42.64475,52,10/5/2008,9.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
4,18.08504,42.64475,52,11/1/2010,0,NA
4,18.08504,42.64475,52,12/30/2008,0,NA
4,18.08504,42.64475,52,1/27/2008,0,NA
4,18.08504,42.64475,52,11/12/2009,0,NA
4,18.08504,42.64475,52,2/16/2010,0.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
4,18.08504,42.64475,52,8/21/2009,0,NA
4,18.08504,42.64475,52,2/21/2008,0,NA
4,18.08504,42.64475,52,7/14/2010,0,NA
4,18.08504,42.64475,52,12/22/2009,7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
4,18.08504,42.64475,52,12/3/2010,0,NA
4,18.08504,42.64475,52,3/16/2010,0,NA
4,18.08504,42.64475,52,9/21/2010,0,NA
4,18.08504,42.64475,52,11/29/2010,4.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
4,18.08504,42.64475,52,2/7/2010,36.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
4,18.08504,42.64475,52,7/31/2010,0,NA
5,18.27003,42.56275,164,2/16/2010,2.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,6/6/2008,0.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,5/11/2009,0,NA
5,18.27003,42.56275,164,4/27/2009,0,NA
5,18.27003,42.56275,164,12/22/2010,7.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,11/14/2008,7.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,11/26/2008,72.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,7/24/2010,0,NA
5,18.27003,42.56275,164,2/5/2010,0,NA
5,18.27003,42.56275,164,7/28/2008,0,precipitation amount = 0.0 (traces)
5,18.27003,42.56275,164,9/10/2009,0,NA
5,18.27003,42.56275,164,7/20/2010,0,NA
5,18.27003,42.56275,164,2/20/2008,0,NA
5,18.27003,42.56275,164,10/13/2010,0,NA
5,18.27003,42.56275,164,12/13/2010,15,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,4/17/2008,0,NA
5,18.27003,42.56275,164,3/29/2010,0,NA
5,18.27003,42.56275,164,7/7/2008,0,NA
5,18.27003,42.56275,164,11/11/2010,0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,8/27/2009,0,NA
5,18.27003,42.56275,164,12/31/2009,2.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
5,18.27003,42.56275,164,6/16/2008,0,NA
5,18.27003,42.56275,164,2/17/2008,0,NA
5,18.27003,42.56275,164,12/9/2008,0,NA
5,18.27003,42.56275,164,9/25/2008,0,NA
5,18.27003,42.56275,164,6/21/2008,0,NA
5,18.27003,42.56275,164,8/18/2009,0,NA
6,17.27836,45.22358,135,6/15/2010,0,NA
6,17.27836,45.22358,135,11/15/2008,0.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,3/2/2008,9.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,1/24/2008,0,NA
6,17.27836,45.22358,135,4/19/2010,16.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,1/16/2010,0,NA
6,17.27836,45.22358,135,5/16/2010,22.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,4/27/2009,0,NA
6,17.27836,45.22358,135,8/22/2008,0,NA
6,17.27836,45.22358,135,9/29/2010,1.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,7/28/2009,0,NA
6,17.27836,45.22358,135,8/31/2010,19.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,7/27/2009,0,NA
6,17.27836,45.22358,135,3/2/2010,7.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,4/8/2010,0,NA
6,17.27836,45.22358,135,10/30/2009,0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,8/11/2008,0,NA
6,17.27836,45.22358,135,3/1/2009,0,NA
6,17.27836,45.22358,135,1/7/2008,3.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,5/25/2008,0,NA
6,17.27836,45.22358,135,7/23/2009,0,NA
6,17.27836,45.22358,135,5/20/2010,0.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,7/20/2008,0,NA
6,17.27836,45.22358,135,6/15/2008,2.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,2/5/2009,1.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,10/26/2008,0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,6/2/2009,4.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
6,17.27836,45.22358,135,2/3/2010,0,NA
6,17.27836,45.22358,135,8/16/2010,0,NA
7,15.37303,44.55052,564,12/27/2009,11.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,10/8/2008,0,NA
7,15.37303,44.55052,564,2/7/2009,2.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,9/2/2009,0,NA
7,15.37303,44.55052,564,3/16/2008,0,NA
7,15.37303,44.55052,564,8/6/2008,0,NA
7,15.37303,44.55052,564,4/10/2008,3.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,3/28/2009,0,NA
7,15.37303,44.55052,564,9/21/2008,0,NA
7,15.37303,44.55052,564,1/23/2010,0,NA
7,15.37303,44.55052,564,12/3/2008,8.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,9/1/2008,0,NA
7,15.37303,44.55052,564,6/17/2010,0,NA
7,15.37303,44.55052,564,12/9/2009,20.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,6/29/2009,1.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,12/5/2010,0.1,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
7,15.37303,44.55052,564,10/30/2009,0,NA
7,15.37303,44.55052,564,9/10/2010,3.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,11/26/2009,0,NA
7,15.37303,44.55052,564,1/28/2008,0,NA
7,15.37303,44.55052,564,12/17/2008,39.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,11/17/2009,0,NA
7,15.37303,44.55052,564,7/18/2010,0,NA
7,15.37303,44.55052,564,4/11/2010,11.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,9/3/2008,0,NA
7,15.37303,44.55052,564,2/10/2009,0,NA
7,15.37303,44.55052,564,10/4/2010,0,NA
7,15.37303,44.55052,564,7/11/2009,0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
7,15.37303,44.55052,564,7/6/2009,0,NA
8,18.70356,45.15918,97,8/20/2010,0,NA
8,18.70356,45.15918,97,10/14/2008,0,NA
8,18.70356,45.15918,97,12/26/2008,1.9,"liquid, solid and mixed - diferent times during the day ( 1, 2 and 3 )"
8,18.70356,45.15918,97,6/24/2008,0,NA
8,18.70356,45.15918,97,2/16/2010,0,NA
8,18.70356,45.15918,97,6/30/2010,0,NA
8,18.70356,45.15918,97,6/12/2010,0,NA
8,18.70356,45.15918,97,3/26/2010,0,NA
8,18.70356,45.15918,97,9/8/2008,4.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
8,18.70356,45.15918,97,5/4/2009,0,NA
8,18.70356,45.15918,97,6/21/2010,4.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
8,18.70356,45.15918,97,11/26/2008,11.9,liquid and mixed - diferent times during the day( 2 and 3 )
8,18.70356,45.15918,97,4/13/2009,0,NA
8,18.70356,45.15918,97,11/25/2008,9.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
8,18.70356,45.15918,97,3/21/2009,0,NA
9,16.43698,43.17116,20,2/17/2008,0,NA
9,16.43698,43.17116,20,1/20/2008,0,NA
9,16.43698,43.17116,20,10/1/2008,0,NA
9,16.43698,43.17116,20,8/22/2009,0,NA
9,16.43698,43.17116,20,10/27/2010,17.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
9,16.43698,43.17116,20,3/26/2009,0,NA
9,16.43698,43.17116,20,10/23/2008,0,NA
9,16.43698,43.17116,20,5/26/2008,0,NA
9,16.43698,43.17116,20,10/21/2010,0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
9,16.43698,43.17116,20,11/16/2009,0,NA
9,16.43698,43.17116,20,1/19/2009,0,NA
9,16.43698,43.17116,20,4/8/2008,0,NA
9,16.43698,43.17116,20,10/27/2009,0,NA
9,16.43698,43.17116,20,8/29/2010,0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
9,16.43698,43.17116,20,8/9/2010,0,NA
9,16.43698,43.17116,20,7/9/2008,0,NA
9,16.43698,43.17116,20,8/18/2010,0,NA
9,16.43698,43.17116,20,4/5/2008,0,NA
9,16.43698,43.17116,20,5/11/2008,0,NA
9,16.43698,43.17116,20,7/8/2009,0,NA
9,16.43698,43.17116,20,5/4/2009,0,NA
9,16.43698,43.17116,20,5/20/2010,0,NA
9,16.43698,43.17116,20,2/9/2009,1.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
9,16.43698,43.17116,20,3/9/2009,0,NA
9,16.43698,43.17116,20,2/6/2010,17.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
9,16.43698,43.17116,20,1/31/2008,0,NA
9,16.43698,43.17116,20,1/26/2010,3.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
9,16.43698,43.17116,20,2/24/2010,3.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,12/24/2009,0.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,1/19/2010,0.5,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
10,15.56495,45.49365,110,7/31/2008,0,NA
10,15.56495,45.49365,110,3/1/2009,0,NA
10,15.56495,45.49365,110,6/24/2009,1.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,5/5/2009,0.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,11/20/2010,0.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,9/20/2009,0,NA
10,15.56495,45.49365,110,2/18/2008,0,NA
10,15.56495,45.49365,110,10/2/2010,0,NA
10,15.56495,45.49365,110,9/1/2010,0,NA
10,15.56495,45.49365,110,10/28/2008,0,NA
10,15.56495,45.49365,110,6/5/2010,3.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,7/14/2009,0,NA
10,15.56495,45.49365,110,5/26/2010,0,NA
10,15.56495,45.49365,110,3/7/2008,3.3,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
10,15.56495,45.49365,110,11/29/2008,5.2,"liquid, solid and mixed - diferent times during the day ( 1, 2 and 3 )"
10,15.56495,45.49365,110,8/19/2010,0,NA
10,15.56495,45.49365,110,10/27/2009,0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,7/1/2010,0,NA
10,15.56495,45.49365,110,3/27/2009,2.3,liquid and mixed - diferent times during the day( 2 and 3 )
10,15.56495,45.49365,110,12/19/2009,2.3,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
10,15.56495,45.49365,110,5/9/2010,3.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
10,15.56495,45.49365,110,9/2/2009,0,NA
10,15.56495,45.49365,110,7/29/2008,0,NA
10,15.56495,45.49365,110,12/27/2008,0,precipitation amount = 0.0 (traces)
11,16.20699,44.0408,255,6/24/2010,0,precipitation amount = 0.0 (traces)
11,16.20699,44.0408,255,2/8/2008,0,NA
11,16.20699,44.0408,255,2/22/2010,0,NA
11,16.20699,44.0408,255,12/11/2009,0,NA
11,16.20699,44.0408,255,10/16/2009,0,NA
11,16.20699,44.0408,255,7/2/2008,0,NA
11,16.20699,44.0408,255,1/29/2010,0,NA
11,16.20699,44.0408,255,10/21/2010,1.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,9/25/2008,0,NA
11,16.20699,44.0408,255,7/4/2008,0,NA
11,16.20699,44.0408,255,7/24/2010,0,NA
11,16.20699,44.0408,255,1/6/2008,2.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,11/30/2008,3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,5/14/2009,0,NA
11,16.20699,44.0408,255,3/26/2009,0,NA
11,16.20699,44.0408,255,3/10/2008,0.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,4/1/2009,8.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,3/29/2008,3.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,8/31/2009,0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,3/20/2009,0,NA
11,16.20699,44.0408,255,9/19/2010,0.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
11,16.20699,44.0408,255,8/3/2010,0,NA
11,16.20699,44.0408,255,4/25/2008,0,NA
11,16.20699,44.0408,255,7/6/2009,12.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
12,16.08527,43.04831,20,12/17/2009,0,NA
12,16.08527,43.04831,20,3/20/2010,0,NA
12,16.08527,43.04831,20,3/27/2008,4.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
12,16.08527,43.04831,20,12/18/2008,22.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
12,16.08527,43.04831,20,10/29/2010,0,NA
12,16.08527,43.04831,20,3/3/2010,0,NA
12,16.08527,43.04831,20,5/5/2010,0,NA
12,16.08527,43.04831,20,7/21/2009,0,NA
12,16.08527,43.04831,20,5/29/2010,0,NA
12,16.08527,43.04831,20,7/3/2008,0,NA
12,16.08527,43.04831,20,9/1/2010,0,NA
12,16.08527,43.04831,20,10/7/2010,0,NA
12,16.08527,43.04831,20,3/28/2010,0,precipitation amount = 0.0 (traces)
12,16.08527,43.04831,20,3/14/2009,0,NA
12,16.08527,43.04831,20,3/17/2010,0,NA
12,16.08527,43.04831,20,6/8/2009,0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
12,16.08527,43.04831,20,5/29/2009,0,NA
12,16.08527,43.04831,20,8/16/2010,0,precipitation amount = 0.0 (traces)
12,16.08527,43.04831,20,6/4/2009,0,NA
12,16.08527,43.04831,20,4/19/2009,1.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
12,16.08527,43.04831,20,11/2/2008,0,NA
12,16.08527,43.04831,20,1/22/2008,0,NA
12,16.08527,43.04831,20,10/23/2008,0,NA
12,16.08527,43.04831,20,2/11/2009,0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
12,16.08527,43.04831,20,6/25/2009,0,NA
12,16.08527,43.04831,20,12/29/2008,0,precipitation amount = 0.0 (traces)
12,16.08527,43.04831,20,2/3/2009,8.3,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
12,16.08527,43.04831,20,9/7/2009,0,NA
12,16.08527,43.04831,20,7/30/2010,0,NA
12,16.08527,43.04831,20,5/2/2008,0,NA
13,15.88837,46.13776,202,11/20/2008,0,NA
13,15.88837,46.13776,202,7/19/2009,9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,2/13/2009,0,NA
13,15.88837,46.13776,202,6/23/2010,0,precipitation amount = 0.0 (traces)
13,15.88837,46.13776,202,8/5/2010,0,NA
13,15.88837,46.13776,202,6/13/2010,0,NA
13,15.88837,46.13776,202,7/23/2009,0,NA
13,15.88837,46.13776,202,1/27/2009,4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,11/28/2008,0,NA
13,15.88837,46.13776,202,2/18/2010,0,precipitation amount = 0.0 (traces)
13,15.88837,46.13776,202,8/4/2009,30.8,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,7/26/2010,0,precipitation amount = 0.0 (traces)
13,15.88837,46.13776,202,7/7/2008,1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,4/6/2009,0,NA
13,15.88837,46.13776,202,12/26/2009,18.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,10/5/2009,0,NA
13,15.88837,46.13776,202,12/19/2008,25,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,9/10/2008,0,NA
13,15.88837,46.13776,202,8/22/2009,0,NA
13,15.88837,46.13776,202,7/8/2008,7.9,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,1/25/2010,0,precipitation amount = 0.0 (traces)
13,15.88837,46.13776,202,7/28/2010,3.6,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,1/19/2009,0.1,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,5/7/2008,1.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,5/3/2009,6.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
13,15.88837,46.13776,202,5/29/2008,0,NA
13,15.88837,46.13776,202,4/3/2010,0.4,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
14,16.55361,46.02886,155,10/30/2010,0,NA
14,16.55361,46.02886,155,11/21/2008,0,NA
14,16.55361,46.02886,155,10/13/2010,0,NA
14,16.55361,46.02886,155,2/12/2010,8.5,"solid (sow, snow shower, ice crystals, snow grains, snow pellets)"
14,16.55361,46.02886,155,11/17/2009,0,NA
14,16.55361,46.02886,155,5/30/2009,3.5,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
14,16.55361,46.02886,155,12/28/2009,2.7,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
14,16.55361,46.02886,155,9/23/2009,0,NA
14,16.55361,46.02886,155,4/11/2010,2.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
14,16.55361,46.02886,155,9/7/2009,0,NA
14,16.55361,46.02886,155,3/16/2008,0,NA
14,16.55361,46.02886,155,7/5/2009,0.2,"liquid (rain, rain shower,drizzle, freezing rain, freezing drizzle, ice pellets, hail)"
